MAIN_ID ID_NAME IDS ID_NGC ID_M ID_HD RA DEC OTYPE_V SP_TYPE PLX_VALUE Z_VALUE FLUX_V
"* I Pup" 0 "V* QW Pup|* I Pup|CD-46  2977|CEL   1681|CPC  0  4295|CPD-46  1284|2E  1792|2E 0711.1-4640|FK5  275|GC  9569|GCRV  4764|GEN# +1.00055892|GJ   268.1|GJ  9225|GSC 08119-02547|HD  55892|HIC  34834|HIP  34834|HR  2740|IRAS 07111-4640|JP11  1506|2MASS J07123363-4645337|N30 1589|PLX 1694|PLX 1694.00|PPM 311577|Renson 15230|1RXS J071234.2-464514|SACS 160|SAO 218537|SKY# 12998|SRS  30275|TD1  9506|TYC 8119-2547-1|UBV    7048|UBV M  13053|uvby98 100055892|WEB 11597|WEB  6965" 0 0 "HD 55892" "07 12 33.6249" "-46 45 33.494" "Variable Star of alpha2 CVn type" F3VFe-1.0 46.67 0.0 4.489999771118164
"* del Equ" 0 "* del Equ|*   7 Equ|** STT  535|** STF 2777AB|ADS 14773 AB|AG+09 2949|AKARI-IRC-V1 J2114288+100022|ASCC  991431|BD+09  4746|CCDM J21145+1001AB|CSI+09  4746  2|CSI+09  4746  4|CSI+09  4746  3|GC 29697|GCRV 13348|GEN# +1.00202275J|GJ   822|GJ   822.0|GJ   822 B|GJ   822 A|HD 202275|HD 202275A|HIC 104858|HIP 104858|HR  8123|IDS 21096+0936 AB|IDS 21096+0936|IRAS 21120+0948|JP11  3323|LSPM J2114+1000|LTT 16227|2MASS J21142881+1000249|NLTT 50842|PLX 5107|PPM 139808|ROT  3095|SAO 126643|SBC7   847|SBC9 1290|SKY# 40431|TD1 27843|TYC 1109-2583-1|UBV   18362|UBV M  25560|USNO-B1.0 1000-00575815|uvby98 100202275|WDS J21145+1000AB|WEB 19067|YZ   9 10630" 0 0 "HD 202275" "21 14 28.8153" "+10 00 25.125" "Spectroscopic binary" F7(V)+G0(V) 54.41 -5.3e-05 4.489999771118164
"*  16 Lib" 0 "NLTT 38873|*  16 Lib|** SOZ   24A|BD-03  3696|FK5 3177|GC 20115|GCRV  8669|GEN# +1.00132052|GJ  9503|GSC 04995-00951|HD 132052|HIC  73165|HIP  73165|HR  5570|IRAS 14545-0408|JP11  2555|2MASS J14571101-0420473|PLX 3376|PLX 3376.00|PMC 90-93  1355|PPM 198081|Renson 37490|ROT  2129|SAO 140240|SKY# 27153|TD1 17836|TYC 4995-951-1|UBV   12993|UBV M  20463|uvby98 100132052|WDS J14572-0421A|WEB 12538|YZ  94  5253" 0 0 "HD 132052" "14 57 11.0000" "-04 20 47.254" "High proper-motion Star" F2V 37.17 8.8e-05 4.489999771118164
"*  21 LMi" 0 "*  21 LMi|AG+35  991|BD+35  2110|CSV   6770|FK5 2812|GC 13896|GCRV  6404|GEN# +1.00087696|GJ  9314|GJ   378.3|GSC 02509-01343|HD  87696|HIC  49593|HIP  49593|HR  3974|IRAS 10044+3529|JP11  1891|2MASS J10072573+3514409|NSV  4736|PLX 2378.01|PMC 90-93  1294|PPM  75005|ROT  1530|SAO  61874|SKY# 19487|TD1 14563|TYC 2509-1343-1|UBV    9434|UBV M  15942|uvby98 100087696|WEB  9146|WISE J100725.82+351441.5|YPAC 159" 0 0 "HD 87696" "10 07 25.7629" "+35 14 40.896" "Variable Star of delta Sct type" A7V(n) 35.41 -3.8e-05 4.489999771118164
"* tau Boo" 0 "CCDM J13473+1727AB|*   4 Boo|* tau Boo|** STT  270|AG+17 1387|ASCC  869404|BD+18  2782|Ci 20  807|CSV   7085|2E  3138|2E 1344.8+1742|FK5  507|GC 18637|GCRV  8140|GEN# +1.00120136J|GJ   527|GSC 01460-00132|HD 120136|HIC  67275|HIP  67275|HR  5185|JP11  2426|LSPM J1347+1727|LTT 14021|2MASS J13471581+1727249|N30 3139|NLTT 35234|NSV  6444|PLX 3144|PMC 90-93   361|PPM 130070|RBS  1315|ROT  1996|RX J1347.2+1727|RX J1347.2+1726|1RXS J134716.2+172733|SAO 100706|SKY# 25297|SPOCS  577|TD1 17060|UBV   12303|USNO-B1.0 1074-00267954|uvby98 100120136|WDS J13473+1727AB|WEB 11837|YZ  17  5012|[HFE83]  972|[ZEH2003] RX J1347.2+1727  1" 0 0 "HD 120136" "13 47 15.7434" "+17 27 24.855" "Double or multiple star" F6IV+M2 64.03 -5.3e-05 4.489999771118164
"* eta Ind" 0 "* eta Ind|CPC 19  8145|CPD-52 11752|FK5  776|GC 28860|GCRV 12979|GEN# +1.00197157|GJ  4158|GSC 08419-01619|HD 197157|HIC 102333|HIP 102333|HR  7920|IRAS 20404-5206|2MASS J20440233-5155155|N30 4580|PLX 4933|PLX 4933.00|PPM 348821|Renson 54990|ROT  3018|SACS 453|SAO 246709|SKY# 39307|TD1 27131|TYC 8419-1619-1|UBV   17946|UBV M  25086|uvby98 100197157|WEB 18527" 0 0 "HD 197157" "20 44 02.3340" "-51 55 15.497" "Variable Star of delta Sct type" A9IV 41.37 -5e-06 4.494999885559082
"HD 198084" 0 "HD 198084|AG+57 1392|ASCC  209563|BD+57  2240|CCDM J20454+5735A|FK5  782|GC 28956|GCRV 13019|GEN# +1.00198084|GJ  9706|GSC 03959-01685|HIC 102431|HIP 102431|HR  7955|IDS 20429+5713 A|IRAS 20441+5723|JP11  3279|LSPM J2045+5734|LTT 16071|2MASS J20452110+5734469|N30 4591|NLTT 49862|PLX 4963|PLX 4963.00|PMC 90-93   551|PPM  38840|ROT  3038|SAO  32862|SBC9 1489|SKY# 39341|TD1 27270|TYC 3959-1685-1|UBV   18006|UBV M  25166|USNO-B1.0 1475-00394362|uvby98 100198084|WDS J20454+5735Aa,Ab|WEB 18550|YZ  57 11625" 0 0 "HD 198084" "20 45 21.1287" "+57 34 47.008" "Spectroscopic binary" F8IV-V+F9IV-V 36.64 -0.000109 4.510000228881836
"* mu.01 Cyg" 0 "LTT 16353|*  78 Cyg A|* mu. Cyg A|* mu.01 Cyg|** STF 2822A|ADS 15270 A|ASCC  730277|BD+28  4169A|CCDM J21442+2845A|CSI+28  4169  2|GC 30438|GCRV 13656|GJ   836.6 A|GJ  9750 A|HD 206826|HR  8309|IDS 21397+2817 A|LSPM J2144+2844a|NLTT 51972|PLX 5245.00|PLX 5245|SAO  89940|SKY# 41433|TYC 2201-2078-1|WDS J21441+2845A|WEB 19377" 0 0 "HD 206826" "21 44 08.589" "+28 44 33.38" "High proper-motion Star" F7V 42.1 6e-05 4.510000228881836
"CD-33 16270A" 0 "CD-33 16270A|** HJ 5367A|CCDM J22525-3253A|GJ  9800 A|IDS 22470-3324 A|2MASS J22523150-3252319|Renson 59773|TYC 7508-1313-1|WDS J22525-3253A" 0 0 0 "22 52 31.532" "-32 52 32.00" "High proper-motion Star" A0VpSrCrEu 0.0 0.0 4.510000228881836
"*   7 And" 0 "*   7 And|AG+49 2073|BD+48  3964|GC 32316|GCRV 14562|GEN# +1.00219080|GJ   891.1|GJ  9813|GSC 03631-02231|HD 219080|HIC 114570|HIP 114570|HR  8830|IRAS 23102+4908|JP11  3599|2MASS J23123299+4924222|PLX 5615|PLX 5615.00|PPM  63927|ROT  3378|SAO  52787|SKY# 44012|TD1 29694|TYC 3631-2231-1|UBV   19855|UBV M  26889|uvby98 100219080|WEB 20327" 0 0 "HD 219080" "23 12 33.0038" "+49 24 22.345" "High proper-motion Star" F1V 40.67 4e-05 4.519999980926514
"* gam CrA A" 0 "HD 177474|* gam CrA A|** HJ 5084A|CCDM J19064-3704A|CD-37 13048A|CPD-37  8464A|CSI-37 13048 22|GCRV 11543|GJ   743.1 A|GJ  9642 A|HR  7226|IDS 18597-3712 A|PLX 4431.00A|PLX 4431|ROT  2716|SKY# 35340|TYC 7422-1737-1|WDS J19064-3704A|WEB 16313" 0 0 "HD 177474" "19 06 25.137" "-37 03 48.44" "High proper-motion Star" F8V 53.4 -0.000181 4.53000020980835
"* tau Boo A" 0 "GJ   527 A|* tau Boo A|** STT  270A|ADS  9025 A|CCDM J13473+1727A|CSI+18  2782  1|IDS 13425+1757 A|TYC 1460-132-1|WDS J13473+1727A" 0 0 0 "13 47 15.743" "+17 27 24.82" "High proper-motion Star" F7IV-V 0.0 0.0 4.539999961853027
"* psi01 Dra A" "NAME Dziban" "NAME Dziban|* psi01 Dra A|*  31 Dra A|** STF 2241A|ADS 10759 A|AG+72  474|ASCC   47489|BD+72   804|CCDM J17420+7209A|CSI+72   804  1|FK5  670|GC 24089|GCRV 10263|GEN# +1.00162003|GJ   694.1 A|GJ  9602 A|HD 162003|HIC  86614|HIP  86614|HR  6636|JP11  2897|LSPM J1741+7208|LTT 15260|2MASS J17415635+7208561|N30 3948|NLTT 45387|PLX 4069|PMC 90-93   476|PPM   9604|ROT  2495|SAO   8890|SKY# 31977|TYC 4436-1425-1|UBV   15162|UBV M  22421|USNO-B1.0 1621-00130741|uvby98 100162003|WDS J17419+7209A|WEB 14603" 0 0 "HD 162003" "17 41 56.3553" "+72 08 55.848" "Spectroscopic binary" F5IV-V 43.79 -4.4e-05 4.559999942779541
"*  31 Vul" 0 "*  31 Vul|AG+26 2396|BD+26  4017|GC 29112|GCRV 13096|GEN# +1.00198809|GJ  4168|GSC 02179-02496|HD 198809|HIC 103004|HIP 103004|HR  7995|IRAS 20499+2654|IRC +30458|JP11  3290|2MASS J20520768+2705491|NSV 13373|PLX 4994|PLX 4994.00|PPM 112044|ROT  3049|1RXS J205208.5+270546|SAO  89228|SBC9 3111|SKY# 39609|TD1 27388|TYC 2179-2496-1|UBV   18060|UBV M  25234|uvby98 100198809|WEB 18697|YZ  26 11853" 0 0 "HD 198809" "20 52 07.6760" "+27 05 49.117" "Spectroscopic binary" G7IIIFe-1 17.3 8e-06 4.567999839782715
"* d UMa" 0 "V* DK UMa|* d UMa|*  24 UMa|AG+70  370|BD+70   565|1E 0930.1+7002|2E  2153|2E 0930.1+7003|1ES 0930+70.0|2EUVE J0934+69.8|EUVE J0934+69.8|FK5  357|GC 13171|GCRV  6179|GEN# +1.00082210|GJ   355.1|GSC 04376-02052|HD  82210|HIC  46977|HIP  46977|HR  3771|IRAS 09300+7003|IRC +70090|JP11  1821|2MASS J09342888+6949490|N30 2270|PLX 2261|PLX 2261.00|PMC 90-93   256|PPM  17105|RAFGL 1360|RBS   786|2RE J0934+695|2RE J093425+695017|RE J093424+694952|RE J0934+694|ROT  1477|RX J0934.4+6950|RX J0934.4+6949|1RXS J093428.7+694950|SAO   6897|SKY# 18519|TD1 13990|TYC 4376-2052-1|UBV    9068|UBV M  15461|uvby98 100082210|WEB  8855|[LHC2000] J093428.89+694949.4|[ZEH2003] RX J0934.4+6949  1|AAVSO 0925+70" 0 0 "HD 82210" "09 34 28.8599" "+69 49 49.231" "Variable of RS CVn type" G5III-IV 31.32 -9e-05 4.570000171661377
"* ksi Boo" 0 "V* ksi Boo|*  37 Boo|* ksi Boo|** STF 1888AB|ADS  9413 AB|AG+19 1391|ASCC  871237|1AXG J145123+1906|BD+19  2870|CCDM J14513+1906AB|CSI+19  2870  1|2E  3337|2E 1449.0+1918|1ES 1449+19.3|2EUVE J1451+19.1|EUVE J1451+19.1|GC 19991|GEN# +1.00131156J|GJ   566|HD 131156|HIC  72659|HIP  72659|HR  5544|IDS 14468+1931 AB|IRAS 14490+1918|IRC +20276|JP11  2546|LSPM J1451+1906|2MASS J14512328+1906034|N30 3355|PLX 3360|PPM 130930|RBS  1439|2RE J1451+190|2RE J145122+190538|RE J1451+190|RE J145122+190551|ROT  2124|RX J1451.3+1905|RX J1451.3+1906|1RXS J145123.1+190606|SAO 101250|SKY# 26980|SPOCS  621|SV* SVS  2491|TD1 17778|UBV   12367|UBV   12949|USNO-B1.0 1091-00230362|uvby98 100131156 ABV|WDS J14514+1906AB|WEB 12488|[GKL99] 307|[ZEH2003] RX J1451.3+1906  1" 0 0 "HD 131156" "14 51 23.3799" "+19 06 01.699" "Variable of BY Dra type" G7Ve+K5Ve 148.98 5e-06 4.5929999351501465
"* omi Boo" 0 "* omi Boo|*  35 Boo|AG+17 1461|BD+17  2780|GC 19858|GCRV  8569|GEN# +1.00129972|GJ  9493|GSC 01477-00189|HD 129972|HIC  72125|HIP  72125|HR  5502|IRAS 14428+1710|IRC +20274|JP11  2535|2MASS J14451445+1657513|PLX 3337|PLX 3337.00|PPM 130833|ROT  2109|SAO 101184|SKY# 26794|TD1 17686|TYC 1477-189-1|UBV   12872|UBV M  20349|WEB 12410|YPAC 179|YZ  17  5323" 0 0 "HD 129972" "14 45 14.4602" "+16 57 51.407" "High proper-motion Star" G8.5III 13.42 -3.1e-05 4.599999904632568
"* tau01 Hya" 0 "*  31 Hya|* tau01 Hya|** HJ 1167A|AG-02  517|AKARI-IRC-V1 J0929089-024608|BD-02  2901|BDS  5109 A|CCDM J09291-0246A|GC 13080|GCRV  6145|GEN# +1.00081997A|GJ   348 A|HD  81997|HIC  46509|HIP  46509|HR  3759|IDS 09240-0220 A|IRAS 09266-0232|JP11  1818|2MASS J09290891-0246083|N30 2254|NSV 18209|PLX 2255|PMSC 09241-0219A|PMSC 09241-0219Aab|PPM 177880|RBS   778|ROT  1476|1RXS J092909.4-024552|SAO 136895|SBC9 2549|SKY# 18318|TD1 13964|TYC 4885-1568-1|UBV    9046|uvby98 100081997 A|WDS J09291-0246A|WEB  8777|YPAC 158|YZ  92  3681" 0 0 "HD 81997" "09 29 08.8965" "-02 46 08.264" "Spectroscopic binary" F5V 57.69 3.5e-05 4.599999904632568
"* z Car" 0 "* z Car|CPC 20.1  3064|CPD-61  2067|GC 15288|GCRV  6839|GEN# +1.00096566|GJ  9345|GJ   412.1|GSC 08962-02641|HD  96566|HIC  54301|HIP  54301|HR  4325|IRAS 11044-6209|JP11  2030|2MASS J11063243-6225268|PLX 2589|PLX 2589.00|PPM 358483|SAO 251269|SKY# 21206|TYC 8962-2641-1|UBV   10155|UBV M  16798|WEB  9808" 0 0 "HD 96566" "11 06 32.4278" "-62 25 26.808" Star G7.5III 8.19 -7e-06 4.605999946594238
"* zet Ser" 0 "* zet Ser|*  57 Ser|BD-03  4217|GC 24503|GCRV 10438|GEN# +1.00164259|GJ   699.2|GJ  9611|GSC 05100-00600|HD 164259|HIC  88175|HIP  88175|HR  6710|IRAS 17578-0341|JP11  2917|2MASS J18002899-0341250|PLX 4109|PLX 4109.00|PPM 201297|ROT  2518|1RXS J180028.9-034123|SAO 142025|SKY# 32662|TD1 21396|TYC 5100-600-1|UBV   15298|UBV M  22536|uvby98 100164259|WEB 14898|YZ  93  6033" 0 0 "HD 164259" "18 00 29.0113" "-03 41 24.968" "High proper-motion Star" F2V 42.46 -0.000169 4.616000175476074
"* chi Her" 0 "LHS  3127|* chi Her|*   1 Her|AG+42 1368|ASCC  413830|BD+42  2648|Ci 20  950|FK5 1416|GC 21340|GCRV  9153|GEN# +1.00142373|GJ   602|HD 142373|HIC  77760|HIP  77760|HR  5914|IRAS 15509+4235|JP11  2672|LFT 1229|LSPM J1552+4227|LTT 14709|2MASS J15524052+4227052|N30 3571|NLTT 41439|PLX 3596|PLX 3596.00|PMC 90-93   998|PPM  55019|ROT  2244|SAO  45772|SKY# 28683|SPOCS  674|TD1 18659|TYC 3057-2021-1|UBV   13499|UBV M  21020|USNO-B1.0 1324-00326431|uvby98 100142373|WEB 13156|[HFE83] 1147" 0 0 "HD 142373" "15 52 40.5414" "+42 27 05.466" "High proper-motion Star" F8VFe-2Hdel-1 62.92 -0.000186 4.619999885559082
"* k Vel" 0 "* k Vel|CCDM J09158-3725A|CD-36  5505|CPC 18  4172|CPD-36  3396|CSI-36  5505 21|CSI-36  5505 23|GC 12787|GCRV  6048|GEN# +1.00079940J|GJ  9293|GJ   339.3|GSC 07164-04049|HD  79940|HIC  45448|HIP  45448|HR  3684|IDS 09118-3700 A|JP11  1789|2MASS J09154509-3724473|N30 2203|PLX 2210|PLX 2210.00|PPM 286241|ROT  1458|SAO 200163|SKY# 17873|TD1 13754|TYC 7164-4049-1|UBV    8867|UBV M  15252|uvby98 100079940|WDS J09158-3725A|WEB  8646" 0 0 "HD 79940" "09 15 45.0800" "-37 24 47.320" Star F3/5V 19.81 1.9e-05 4.619999885559082
"* ups02 Cas" "NAME Castula" "NAME Castula|*  28 Cas|* ups02 Cas|AG+58   99|BD+58   138|BSD   8-36|GC  1115|GCRV   525|GEN# +1.00005395|GJ  9033|GSC 03680-01839|HD   5395|HIC   4422|HIP   4422|HR   265|IRAS 00536+5854|IRC +60030|JP11   441|2MASS J00563990+5910517|MFU 153|PLX  186|PLX  186.00|PPM  25854|ROT   149|SAO  21855|SKY#  1443|TYC 3680-1839-1|UBV     834|UBV M   7777|uvby98 100005395|WEB   792|YZ  58   780|[L91b]   7" 0 0 "HD 5395" "00 56 39.9050" "+59 10 51.799" "Peculiar Star" G8.5IIIbFe-0.5 16.32 -0.000159 4.622000217437744
"* g Lup" 0 "LTT  6256|* g Lup|ASAS J154111-4439.7|CD-44 10310|CPC  0 13763|CPD-44  7529|GC 21070|GCRV  9046|GEN# +1.00139664|GJ   594|HD 139664|HIC  76829|HIP  76829|HR  5825|IRAS 15377-4429|JP11  2629|2MASS J15411138-4439401|NLTT 40843|PLX 3536|PLX 3536.00|PPM 320883|ROT  2212|1RXS J154111.0-443945|SAO 226064|SKY# 28370|TYC 7849-3219-1|UBV   13362|UBV M  20892|uvby98 100139664|WEB 13033" 0 0 "HD 139664" "15 41 11.3769" "-44 39 40.342" "High proper-motion Star" F3/5V 57.35 -2.4e-05 4.639999866485596
"HD  40409" 0 "LHS  1796|AKARI-IRC-V1 J0554063-630519|CD-63   218|Ci 20  360|CPC 20.1  1365|CPD-63   498|FK5 2452|GC  7477|GCRV  3693|GEN# +1.00040409|GJ  9194|GJ   224.1|GSC 08896-01535|HD  40409|HIC  27890|HIP  27890|HR  2102|IRAS 05537-6305|JP11  1297|LFT  442|LPM 225|LTT  2413|2MASS J05540606-6305230|NLTT 15831|PLX 1380|PLX 1380.00|PM 05537-6306|PPM 355062|SAO 249390|SKY#  9752|TD1  5725|TYC 8896-1535-1|UBV    6070|UBV M  11672|uvby98 100040409|WEB  5460" 0 0 "HD 40409" "05 54 06.0530" "-63 05 22.662" "High proper-motion Star" K2III-IV 38.1 8.4e-05 4.659999847412109
"* zet Cnc" "NAME Tegmine" "CCDM J08123+1738ABC|* zet Cnc|** STF 1196AB,C|ADS  6650 ABC|AG+17  867|AKARI-IRC-V1 J0812129+173850|ASCC  858342|BD+18  1867|CSI+18  1867  5|CSI+18  1867  2|GCRV  5432|GEN# +1.00068257|GJ  9257|HIC  40167|HIP  40167|IDS 08065+1757 ABC|IRAS 08093+1747|LSPM J0812+1738|2MASS J08121278+1738522|NAME Tegmine|PMC 90-93  5899|PMSC 08065+1757|PPM 124985|ROT  1310|1RXS J081213.5+173904|SKY# 15515|UBV    7814|UBV    7812|WDS J08122+1739AB,C|WISE J081213.05+173851.9|YPAC 461" 0 0 0 "08 12 12.7263" "+17 38 51.961" "Double or multiple star" F8V+G0V 39.87 -2.6e-05 4.670000076293945
"* ksi Boo A" 0 "BD+19  2870A|* ksi Boo A|** STF 1888A|ADS  9413 A|CCDM J14513+1906A|CSI+19  2870  4|GCRV  8634|GJ   566 A|HD 131156A|IDS 14468+1931 A|8pc 149.26A|TYC 1481-722-1|WDS J14514+1906A|Zkh 212" 0 0 "HD 131156A" "14 51 23.286" "+19 06 02.25" "High proper-motion Star" G7Ve 0.0 6e-06 4.675000190734863
"* sig Dra" "NAME Alsafi" "LHS   477|* sig Dra|*  61 Dra|AG+69  821|ASCC   91811|BD+69  1053|CCDM J19322+6941A|Ci 20 1161|CSI+69  1053  1|CSV 101868|2E  4267|2E 1932.5+6933|1ES 1932+69.5|EUVE J1932+69.6|Gaia DR1 2261614294993061120|GAT 1255|GC 27050|GCRV 11981|GEN# +1.00185144|GJ   764|GSC 04448-00084|HD 185144|HIC  96100|HIP  96100|HR  7462|IDS 19325+6929 A|IRAS 19325+6933|IRC +70158|JP11  3122|LFT 1486|LSPM J1932+6939|LTT 15713|2MASS J19322153+6939413|NAME Alsafi|NLTT 47961|NSV 12176|8pc 173.41|PLX 4607|PLX 4607.00|PPM  21580|RAFGL 5397S|ROT  2825|1RXS J193220.4+693958|SAO  18396|SKY# 36421|SPOCS  846|TD1 25077|TYC 4448-2481-1|UBV M  23958|UBV   16650|USNO-B1.0 1596-00153676|USNO 888|uvby98 100185144|WDS J19324+6940A|WEB 16831|Zkh 294|[B10]  5009" 0 0 "HD 185144" "19 32 21.5899" "+69 39 40.236" "High proper-motion Star" K0V 173.77 8.9e-05 4.679999828338623
"* chi Cet" 0 "* chi Cet|*  53 Cet|** ENG    8A|AKARI-IRC-V1 J0149350-104111|BD-11   352|CCDM J01495-1042A|FK5 1051|GC  2212|GCRV  1021|GEN# +1.00011171A|GJ  9061 A|GSC 05278-02438|HD  11171|HIC   8497|HIP   8497|HR   531|IDS 01447-1111 A|JP11   541|2MASS J01493510-1041110|N30  374|PHL  7899|PLX  382|PMC 90-93   690|PPM 210688|ROT   257|SACS  34|SAO 148036|SKY#  2695|SRS  31051|TD1  1039|TYC 5278-2438-1|UBV    1842|UBV M   8444|uvby98 100011171 A|WDS J01496-1041A|WEB  1807|YZC 11   406|[HFE83]  100" 0 0 "HD 11171" "01 49 35.1031" "-10 41 11.067" "High proper-motion Star" F0V 43.13 -6e-06 4.679999828338623
"* eps Ind" 0 "LHS    67|* eps Ind|** SOZ    1A|AC2000 4384302|CD-57  8464|Ci 20 1330|CPC 20  6944|CPD-57 10015|2E  4554|2E 2159.7-5701|FK5  825|GC 30817|GCRV 13838|GEN# +1.00209100|GJ   845|GJ   845 A|HD 209100|HIC 108870|HIP 108870|HR  8387|JP11  3425|LFT 1677|LPM 805|LTT  8813|2MASS J22032156-5647093|N30 4855|NLTT 52724|PLX 5314|PLX 5314.00|PM 21596-5700|PPM 349918|RBS  1817|RX J2203.2-5646|1RXS J220318.1-564650|SACS 480|SAO 247287|SKY# 42020|TD1 28679|TYC 8817-984-1|UBV M  26050|UBV   18808|UGP 544|uvby98 100209100|WDS J22034-5647A|WEB 19578|Zkh 326" 0 0 "HD 209100" "22 03 21.6580" "-56 47 09.516" "High proper-motion Star" K5V 276.06 -0.000133 4.690000057220459
"* ome Sgr" "NAME Terebellum" "LTT  7872|* ome Sgr|*  58 Sgr|CD-26 14637|CPD-26  6880|GC 27583|GCRV 12264|GEN# +1.00188376|GJ  9673|GJ   770.1|GSC 06899-02595|HD 188376|HIC  98066|HIP  98066|HR  7597|IRAS 19528-2625|IRC -30418|JP11  3154|2MASS J19555035-2617581|NAME Terebellum|NLTT 48428|PLX 4701|PLX 4701.00|PPM 270451|SAO 188722|SKY# 37337|SRS  44282|TD1 25669|TYC 6899-2595-1|UBV   16964|UBV M  24271|uvby98 100188376|WEB 17278|YZ 116 13876" 0 0 "HD 188376" "19 55 50.3611" "-26 17 58.321" "High proper-motion Star" G5IV 38.48 -7e-05 4.699999809265137
"* e Gem" 0 "CCDM J06546+1311AB|* e Gem|*  38 Gem|** STF  982AB|ADS  5559 AB|AG+13  658|BD+13  1462|CSI+13  1462  1|CSV 100780|GC  9049|GCRV  4514|GEN# +1.00050635J|GJ  9220|GSC 00760-02586|HD  50635|HIC  33202|HIP  33202|HR  2564|IDS 06490+1318|IRAS 06518+1314|JP11  1453|N30 1501|NSV  3266|PLX 1613|PPM 123242|Renson 13910|ROT  1109|SAO  96265|SKY# 12267|SV* ZI   589|TD1  8460|UBV    6821|UBV M  12559|UBV    6819|uvby98 100050635|WDS J06546+1311AB|WEB  6675|YPAC 437|YZ  13  2575" 0 0 "HD 50635" "06 54 38.6347" "+13 10 40.220" "Double or multiple star" A8V 39.02 5.3e-05 4.705999851226807
"* zet Dor" 0 "* zet Dor|** SHY   22A|CPC 20  1285|CPD-57   735|1ES 0504-57.5A|1ES 0504-57.5|2EUVE J0505-57.4|EUVE J0505-57.4|FK5  189|GC  6258|GCRV  3033|GEN# +1.00033262|GJ   189|GSC 08514-02291|HD  33262|HIC  23693|HIP  23693|HR  1674|IRAS 05046-5732|JP11   992|2MASS J05053067-5728217|N30 1092|PLX 1164|PLX 1164.00|PPM 334043|RBS   617|2RE J0505-572|2RE J050530-572812|RE J050530-572853|RE J0505-572|ROT   732|RX J0505.6-5728|1RXS J050529.1-572816|SACS 110|SAO 233822|SKY#  7988|TD1  4094|TYC 8514-2291-1|UBV    4947|UBV M  10662|uvby98 100033262|WDS J05055-5728A|WEB  4621|[FS2003] 0240" 0 0 "HD 33262" "05 05 30.6567" "-57 28 21.736" "High proper-motion Star" F9VFe-0.5 85.87 -4e-06 4.708000183105469
"* lam Aur" 0 "LHS  1753|* lam Aur|*  15 Aur|** STF 5003A|ADS  3886 A|AG+40  608|AKARI-IRC-V1 J0519087+400551|ASCC  394559|BD+39  1248|CCDM J05192+4007A|Ci 20  326|CSI+39  1248  1|FK5 1145|GC  6494|GCRV  3155|GEN# +1.00034411|GJ   197|HD  34411|HIC  24813|HIP  24813|HR  1729|IDS 05121+4001|IRAS 05156+4003|JP11  1022|LFT  403|LSPM J0519+4005|LTT 11625|2MASS J05190848+4005565|N30 1135|NLTT 14837|PLX 1199|PLX 1199.00|PMC 90-93   767|PPM  47977|ROT   755|SAO  40233|SKY#  8408|SPOCS  256|TD1  4327|TYC 2900-2157-1|UBV    5041|UBV M  10785|USNO-B1.0 1301-00122816|uvby98 100034411|WDS J05191+4006A|WEB  4798" 0 0 "HD 34411" "05 19 08.4742" "+40 05 56.582" "High proper-motion Star" G1.5IV-VFe-1 79.17 0.000222 4.710000038146973
"* kap Ret" 0 "LHS  1551|* kap Ret|** HJ 3580A|CCDM J03294-6256A|CD-63   112|Ci 20  240|Cl* Melotte   25    EGG      22A|CPC 20.1   732|CPD-63   234|CSI-63   234 41|FK5  126|GC  4200|GCRV  1945|GEN# +1.00022001A|GJ  9118 A|GJ   143.2 A|HD  22001|HIC  16245|HIP  16245|HR  1083|IDS 03276-6317 A|IRAS 03285-6306|JP11   791|LFT  289|LPM 156|LTT  1664|2MASS J03292266-6256152|N30  717|NLTT 11118|PLX  740|PM 03285-6307A|PPM 353551|ROT   530|RX J032920.0-625624|1RXS J032920.0-625624|SAO 248819|SKY#  5253|TD1  2300|TYC 8870-1384-1|UBV    3405|UBV M   9576|uvby98 100022001 A|WDS J03294-6256A|WEB  3096" 0 0 "HD 22001" "03 29 22.6772" "-62 56 15.099" "High proper-motion Star" F3IV/V 46.12 4.2e-05 4.710000038146973
"* del Nor" 0 "* del Nor|CD-44 10625|CPC  0 14357|CPD-44  7758|FK5  596|GC 21615|GCRV  9250|GEN# +1.00144197|GJ  3938|GSC 08310-01489|HD 144197|HIC  78914|HIP  78914|HR  5980|IRAS 16029-4502|JP11  2702|2MASS J16062941-4510234|N30 3610|PLX 3639|PLX 3639.00|PPM 321365|Renson 40840|ROT  2272|SACS 353|SAO 226500|SKY# 29075|TD1 18827|TYC 8310-1489-1|UBV   13612|UBV M  21128|uvby98 100144197|WEB 13337|[SC95] ZET   7|[SC96] Mis    7" 0 0 "HD 144197" "16 06 29.4369" "-45 10 23.451" Star kA3hA7mF0III: 26.66 -5.2e-05 4.7129998207092285
"* e Gem A" 0 "BD+13  1462A|* e Gem A|** STF  982A|ADS  5559 A|CCDM J06546+1311A|CSI+13  1462  3|GJ  9220 A|HD  50635A|2MASS J06543863+1310401|TYC  760-2586-1|UCAC4 516-034756|WDS J06546+1311A" 0 0 "HD 50635A" "06 54 38.636" "+13 10 40.17" "High proper-motion Star" 0 0.0 8e-05 4.715000152587891
