MAIN_ID ID_NAME IDS ID_NGC ID_M ID_HD RA DEC OTYPE_V SP_TYPE PLX_VALUE Z_VALUE FLUX_V Distance_distance Distance_unit Distance_method
"V* FN Cet" "" "V* FN Cet|BD-16   365|Gaia DR1 5147846336678206208|GEN# +1.00012786|GJ  3133|GSC 05856-01830|HD  12786|HIC   9716|HIP   9716|2MASS J02045932-1540412|PPM 211043|1RXS J020458.0-154052|SAO 148190|SRS   4199|TYC 5856-1830-1|uvby98 100012786|YZ 105   538" "" "" "HD 12786" "02 04 59.3267" "-15 40 41.173" "Variable of BY Dra type" K0V 37.330 0.0000370 7.769999980926514 "" "" ""
"GJ  3134" "" "GJ  3134|G 244-49|LSPM J0207+6417|2MASS J02071032+6417114|NLTT  6992|PM J02071+6417|1RXS J020711.8+641711|UCAC4 772-014933|USNO-B1.0 1542-00064940|[FS2003] 0077|[GKL99]  55|[RHG95]   374" "" "" "" "02 07 10.3417" "+64 17 11.377" "Flare Star" M4.5 56.700 0.0131620 14.480999946594238 "" "" ""
"CD-30   731" "" "LHS  1339|CD-30   731|G 274-149|GJ  3135|HIC   9786|HIP   9786|LEHPM 2179|LFT  180|L  511-7|LTT  1101|2MASS J02054859-3010361|NLTT  7002|PM 02036-3025|PM J02058-3010|TYC 7006-2302-1|UCAC4 300-002113|[RHG95]   375" "" "" "" "02 05 48.5547" "-30 10 35.898" "High proper-motion Star" M2.5+V 107.810 0.0001230 12.166999816894531 9.2800 pc ST-L
"GJ  3136" "" "GJ  3136|0ES 0205+49.2|GALEX 4543888070139707711|G 173-39|LSPM J0208+4926|2MASS J02085359+4926565|NLTT  7096|PM J02088+4926|1RXS J020852.1+492705|StKM 2-186|UCAC4 698-014980|USNO-B1.0 1394-00052837|[GKL99]  57|[RHG95]   381" "" "" "" "02 08 53.6225" "+49 26 56.474" "Flare Star" M4.0V "" -0.0000270 12.451000213623047 13.7000 pc ST-L
"G 265-15" "" "G 265-15|GJ  3137|LP    1-52|LSPM J0229+8824|2MASS J02291911+8824129|NLTT  7111|PM J02293+8824|UCAC4 893-000267|USNO-B1.0 1784-00001254|[RHG95]   382" "" "" "" "02 29 19.11" "+88 24 13.0" "High proper-motion Star" M3.5 "" "" 12.869999885559082 "" "" ""
"BD-17   400" "" "LHS  1346|BD-17   400|Gaia DR1 5144740903524741888|GALEX 2482857921718782866|GJ  3138|HIC  10037|HIP  10037|LFT  183|L  728-10|LPM 100|LTT  1117|2MASS J02091086-1620229|NLTT  7162|PLX  440.1|PLX  440.10|PM J02091-1620|PM 02068-1635|PPM 709984|StKM 2-192|TYC 5859-1512-1|UCAC4 369-002311|[RHG95]   384" "" "" "" "02 09 10.9012" "-16 20 22.528" "High proper-motion Star" K9Vk: 35.110 0.0000100 10.876999855041504 "" "" ""
"L  728-1" "" "LHS  1347|GALEX 6380521145976751224|GJ  3139|HIC  10072|HIP  10072|LFT  185|L  728-1|LP  709-40|LTT  1122|2MASS J02093608-1421321|NLTT  7185|PLX  440.11|PM J02096-1421|PM 02072-1435|RAVE J020936.1-142132|TYC 5283-1331-1|UCAC4 379-002276|[RHG95]   386" "" "" "" "02 09 36.1355" "-14 21 32.664" "High proper-motion Star" M2.5V 50.680 0.0000590 11.770000457763672 3334.2300 kpc ST-L
"GJ  3140" "" "GJ  3140|2MASS J02101350+1131597|[R78b] 115|[RHG95]   387|[WWV2004] J0210135+113157" "" "" "" "02 10 13.51" "+11 31 59.8" "Long-period variable star" M4III "" "" 12.720000267028809 "" "" ""
"L  125-51" "" "LHS  1351|APMPM J0211-6314|DENIS J021118.0-631341|DENIS J021118.1-631340|GJ  3141|L  125-51|LTT  1137|2MASS J02111797-6313413|NLTT  7317|PM J02113-6313|PM 02102-6328|RAVE J021118.0-631341|UCAC3 54-4303|UCAC4 134-001907|[RHG95]   392" "" "" "" "02 11 18.1916" "-63 13 40.519" "High proper-motion Star" M2.5 71.530 0.0031840 "" 7618.0000 kpc ST-L
"GJ  3142" "" "GJ  3142|Cl* Melotte   25    EGG      12|G 159-46|LHS  1358|LSPM J0212+0000|2MASS J02125458+0000167|NLTT  7328|PM J02129+0000W|PM J02129+0000E|PM 02103-0014|RX J0212.9+0000|1RXS J021254.6+000015|UCAC4 451-002805|USNO-B1.0 0900-00023626|[GKL99]  58|[RHG95]   395|[ZEH2003] RX J0212.9+0000  1" "" "" "" "02 12 54.582" "+00 00 16.77" "Flare Star" M4V 100.000 0.0001000 13.579999923706055 9.8000 pc ST-L
"GJ  3143" "" "GJ  3143|G  74-11|LHS  6045|LSPM J0215+3357|LTT 17342|2MASS J02153438+3357418|NLTT  7446|PM J02155+3357|UCAC4 620-006489|USNO-B1.0 1239-00036750|[GKL99]  59|[RHG95]   402" "" "" "" "02 15 34.38" "+33 57 41.8" "Flare Star" M3.5 "" 0.0757770 13.581000328063965 "" "" ""
"GD 25" "" "GJ  3144|EGGR 312|GD 25|GEN# +6.10060025|LAMOST J021616.35+395125.4|LP  196-42|LSPM J0216+3951|2MASS J02161636+3951255|NLTT  7475|1SWASP J021616.34+395125.5|UCAC2  45609881|USNO-B1.0 1298-00048652|WD 0213+39|WD 0213+396" "" "" "" "02 16 16.37" "+39 51 25.6" "White Dwarf" DA5.4 "" "" 14.539999961853027 16.0000 pc ST-L
"L  800-18" "" "LHS  1373|GJ  3145|L  800-18|LP  709-62|LTT  1159|2MASS J02154883-1240276|NLTT  7484|PM J02158-1240|PM 02134-1254|UCAC4 387-002433|[RHG95]   404" "" "" "" "02 15 48.83" "-12 40 27.7" "High proper-motion Star" M3.5 "" "" 12.991000175476074 "" "" ""
"GJ  3146" "" "GJ  3146|LHS  1375|LP  469-206|LSPM J0216+1335|2MASS J02162977+1335136|NLTT  7501|PLX  464.01|PM J02164+1335|UCAC2  36580445|UCAC4 518-003848|USNO-B1.0 1035-00023573|USNO 694|[GKL99]  60|[RHG95]   408" "" "" "" "02 16 29.8804" "+13 35 12.389" "Flare Star" M5.0Ve 108.300 0.1207860 15.803999900817871 "" "" ""
"LP  245-10" "" "GJ  3147|GALEX 6372956532821198176|LHS  1378|LP  245-10|LSPM J0217+3526|2MASS J02170993+3526330|NLTT  7516|PLX  465.01|PM J02171+3526|UCAC2  44082477|UCAC4 628-007280|USNO-B1.0 1254-00033126|[GKL99]  61|[RHG95]   410" "" "" "" "02 17 09.932" "+35 26 33.02" "Flare Star" M7V 96.400 -0.0000130 15.989999771118164 9.2000 pc ST-L
"CD-31   909" "" "CD-31   909|** LDS   71A|CCDM J02166-3059A|Cl* Melotte   25    EGG      13A|Gaia DR1 4971681346726128000|GJ  3148|HIC  10617|HIP  10617|IDS 02122-3128 A|LFT  200|LHS  1377|L  512-14|LTT  1165|2MASS J02164119-3059181|NLTT  7535|PM J02166-3059|PM 02143-3113|PM 02145-3113|RBS   299|1RXS J021640.5-305911|TYC 7007-2248-1|UCAC4 296-002314|WDS J02167-3100A|[GKL99]  63|[RHG95]   411" "" "" "" "02 16 41.1976" "-30 59 18.226" "Flare Star" M3Ve 73.770 0.0000620 12.027000427246094 14.3200 pc ST-L
"CD-31   908" "" "CD-31   908|** LDS   71B|CCDM J02166-3059B|Cl* Melotte   25    EGG      13B|DENIS J021634.9-305808|GALEX 6385200688939402773|GJ  3149|IDS 02122-3128 B|LEHPM 2330|LFT  199|LHS  1376|L  512-15|LP  885-38|LTT  1164|2MASS J02163510-3058073|NLTT  7528|PM J02165-3058|PM 02143-3112|UCAC4 296-002309|WDS J02167-3100B|[GKL99]  62|[RHG95]   412" "" "" "" "02 16 35.107" "-30 58 07.34" "Flare Star" M4 "" "" 13.149999618530273 "" "" ""
"GJ  3150" "" "GJ  3150|GALEX 6377178612374701228|G  94-58|G  35-40|G  36-11|LSPM J0219+2352|LTT 10787|2MASS J02190228+2352550|NLTT  7630|PM J02190+2352|RX J0219.0+2352|1RXS J021903.8+235307|UCAC4 570-004868|USNO-B1.0 1138-00025900|[GKL99]  64|[RHG95]   417" "" "" "" "02 19 02.29" "+23 52 55.1" "Flare Star" M3.6V 48.600 0.0000520 14.069999694824219 18.4000 pc ST-L
"G  74-15" "" "G  74-15|** LDS 3370A|Cl* Melotte   25    EGG      15|GJ  3151|LP  245-17|LSPM J0220+3747S|LSPM J0220+3747|LTT 17347|2MASS J02202524+3747307|NLTT  7678|PM J02204+3747W|UCAC3 256-19534|UCAC4 639-008613|WDS J02206+3748A|[RHG95]   420" "" "" "" "02 20 25.243" "+37 47 30.72" "High proper-motion Star" M2.5Ve "" "" 12.690999984741211 "" "" ""
"G  74-15B" "" "GJ  3152|** LDS 3370B|G  74-15B|LP  245-18|LSPM J0220+3747N|NLTT  7679|WDS J02206+3748B|WD 0217+375|[RHG95]   421" "" "" "" "02 20 25.444" "+37 47 30.63" "White Dwarf" DA "" 0.0000190 14.699999809265137 "" "" ""
"GJ  3153" "" "GJ  3153|GALEX 6377424938412803849|G  73-45|G  75-2|LSPM J0220+0258|LTT 17354|2MASS J02204625+0258375|NLTT  7719|USNO-B1.0 0929-00032930|[GKL99]  65|[RHG95]   425" "" "" "" "02 20 46.259" "+02 58 37.54" "Flare Star" M6V 54.800 0.0000330 14.779999732971191 20.5000 pc ST-L
"HD  14629" "" "LTT  1190|CD-39   684|CPC 18   712|CPD-39   190|GEN# +1.00014629|GJ  3154|HD  14629|HIC  10925|HIP  10925|2MASS J02204291-3902013|NLTT  7736|PPM 277864|SAO 193652|SKY#  3462|TYC 7551-778-1|UGP  33" "" "" "HD 14629" "02 20 42.9278" "-39 02 01.427" "High proper-motion Star" K3.5Vk: 39.450 "" 8.739999771118164 "" "" ""
"HD  14635" "" "G 159-60|BD-07   410|Gaia DR1 2486984045196486784|G  75-5|GJ  3155|HD  14635|HERZ 10688|HIC  11000|HIP  11000|LTT  1192|2MASS J02214443-0652462|NLTT  7774|PPM 184532|SAO 129851|StKM 2-206|TYC 4697-245-1|UCAC4 416-002909|YZC 16   513|YZ  97   513" "" "" "HD 14635" "02 21 44.4172" "-06 52 46.311" "High proper-motion Star" K4-V 36.170 0.0000880 9.050000190734863 "" "" ""
"LP  353-74" "" "LP  353-74|ASCC  653934|GALEX 6373167625095088301|GJ  3156|LSPM J0224+2558|LTT 10808|2MASS J02244611+2558346|NLTT  7913|PM J02247+2558|StKM 2-209|TYC 1770-1167-1|UCAC2  40801874|UCAC4 580-005376|USNO-B1.0 1159-00028724|[RHG95]   432" "" "" "" "02 24 46.1090" "+25 58 34.306" "High proper-motion Star" M0V "" "" 11.593000411987305 "" "" ""
"GJ  3157" "" "GJ  3157|G  74-25|HAT 167-02268|LSPM J0225+3732|LTT 17364|2MASS J02253841+3732339|NLTT  7941|PM J02256+3732|1RXS J022538.3+373225|UCAC4 638-008707|USNO-B1.0 1275-00046679|[GKL99]  66|[RHG95]   433|[RSP2011] 13" "" "" "" "02 25 38.42" "+37 32 34.0" "Flare Star" M4 46.200 "" 13.991000175476074 "" "" ""
"LHS  1407" "" "LHS  1407|GJ  3158|LP  590-137|LSPM J0228+0310|2MASS J02280987+0310575|NLTT  8076|PLX  501.02|USNO-B1.0 0931-00036149|[RHG95]   437" "" "" "" "02 28 09.88" "+03 10 57.6" "High proper-motion Star" M6 49.300 "" 17.540000915527344 "" "" ""
"G  75-16" "" "G  75-16|GJ  3159|LSPM J0228+0126|LTT 17373|2MASS J02281712+0126310|NLTT  8084|PM J02282+0126|UCAC4 458-003285|USNO-B1.0 0914-00025507|[RHG95]   438" "" "" "" "02 28 17.12" "+01 26 31.0" "High proper-motion Star" M3 "" "" 12.949999809265137 "" "" ""
"GJ  3160" "" "GJ  3160|Gaia DR1 26283928541202816|GALEX 6377213807484210319|HIC  11558|HIP  11558|2MASS J02285466+1205209|PM J02289+1205|StKM 1-276|TYC  635-26-1|UCAC4 511-003808|[R78b] 140|[RHG95]   442" "" "" "" "02 28 54.6790" "+12 05 20.964" "High proper-motion Star" M2.5Ve 39.920 "" 12.043999671936035 "" "" ""
"*  29 Ari" "" "*  29 Ari|** TOK   12|AG+14  227|BD+14   419|2EUVE J0232+15.0|EUVE J0232+15.0|FK5 2176|GC  3055|GCRV  1438|GEN# +1.00015814|GJ  3161|GSC 01216-01511|HD  15814|HIC  11843|HIP  11843|HR   741|IRAS 02301+1448|2MASS J02325413+1502042|PPM 118324|RBS   327|ROT   346|RX J0232.8+1502|1RXS J023253.3+150213|SAO  92998|SBC9 128|SKY#  3771|TD1  1493|TYC 1216-1511-1|UBV M   9009|uvby98 100015814|WDS J02329+1502AB|WEB  2454|YZ  14   739|[ZEH2003] RX J0232.8+1502  1" "" "" "HD 15814" "02 32 54.1412" "+15 02 04.393" "Spectroscopic binary" F8V 33.400 0.0000300 5.98799991607666 "" "" ""
"EGGR 471" "" "GJ  3162|EGGR 471|LHS  1415|LP  710-47|2MASS J02323790-1411508|NLTT  8284|PLX  513.01|USNO 695|WD 0230-144" "" "" "" "02 32 37.90" "-14 11 50.8" "White Dwarf" DC9 64.600 "" 15.760000228881836 15.3800 pc ST-L
"HD  15833" "" "HD  15833|AG+07  275|BD+07   398|Gaia DR1 19628687737488256|GEN# +1.00015833|GJ  3163|GSC 00632-01170|2MASS J02325890+0753176|PPM 145691|SAO 110606|TYC  632-1170-1|UBV    2564|UBV M   9011|uvby98 100015833|YZ   7   946" "" "" "HD 15833" "02 32 58.9061" "+07 53 17.686" Star G5 2.900 0.0000510 8.899999618530273 "" "" ""
"G  74-29" "" "G  74-29|GJ  3164|LSPM J0234+4146|LTT 17383|2MASS J02340001+4146489|NLTT  8315|PM J02340+4146|UCAC4 659-010711|USNO-B1.0 1317-00047890|[RHG95]   454" "" "" "" "02 34 00.02" "+41 46 49.0" "High proper-motion Star" M3 49.700 "" 13.61299991607666 "" "" ""
"G  73-66" "" "G  73-66|GEN# +9.80004028|G  76-6|G   4-28|GJ  3165|LP  470-30|LSPM J0233+1500|LTT 10846|2MASS J02334741+1500173|NLTT  8330|PM J02337+1500E|UCAC2  37118774|UCAC4 526-004491|USNO-B1.0 1050-00027121|[RHG95]   455" "" "" "" "02 33 47.4762" "+15 00 17.402" "High proper-motion Star" M3 43.700 0.0378970 13.755999565124512 "" "" ""
"GJ  3166" "" "GJ  3166|1E 0232.4+2321|1E 0232.5+2321|2E   591|2E 0232.5+2321|GALEX 6403522872323604692|2MASS J02352261+2334308|PM J02353+2334|RX J0235.3+2334|1RXS J023522.7+233442|UCAC4 568-005357|[GKL99]  69|[RHG95]   457|[ZEH2003] RX J0235.3+2334  1" "" "" "" "02 35 22.5985" "+23 34 30.619" "Flare Star" M3.5 "" 0.0273150 13.61400032043457 "" "" ""
"HD  16348" "" "LTT  1263|CD-73   110|CPC 21.2   351|CPD-73   178|Gaia DR1 4644127143365405184|GEN# +1.00016348|GJ  3167|HD  16348|HIC  11852|HIP  11852|2MASS J02325892-7241148|NLTT  8407|PPM 783863|TYC 9150-908-1|UGP  42" "" "" "HD 16348" "02 32 58.9305" "-72 41 14.747" "High proper-motion Star" K3.5Vk: 43.350 "" 8.8149995803833 22.7300 pc ST-L
"G 173-61" "" "G 173-61|GJ  3168|LSPM J0236+5528|2MASS J02362715+5528349|NLTT  8422|PM J02364+5528|UCAC4 728-024660|USNO-B1.0 1454-00086031|[RHG95]   460" "" "" "" "02 36 27.0916" "+55 28 34.287" "High proper-motion Star" M3 "" -0.0001170 13.234000205993652 "" "" ""
"G  74-34A" "" "G  74-34A|** LDS 3404A|GJ  3169|LP  298-7|LSPM J0236+3204W|LTT 10854|NLTT  8465|WDS J02369+3204A|[RHG95]   465" "" "" "" "02 36 47.81" "+32 04 20.5" "High proper-motion Star" M3.5 65.200 "" 12.987000465393066 "" "" ""
"G  74-34B" "" "G  74-34B|** LDS 3404B|GJ  3170|LP  298-8|LSPM J0236+3204E|LTT 10855|NLTT  8466|WDS J02369+3204B|[RHG95]   466" "" "" "" "02 36 47.861" "+32 04 23.07" "High proper-motion Star" M3 "" "" "" "" "" ""
"GJ  3171" "" "GJ  3171|1E 0234.4+0641|2E   604|2E 0234.4+0641|2MASS J02370652+0654561|[GKL99]  70|[RHG95]   469" "" "" "" "02 37 06.528" "+06 54 56.10" "Flare Star" M5 "" "" 16.0 "" "" ""
"GJ  3172" "" "GJ  3172|GEN# +9.80075030|G  75-30|LHS  1426|LSPM J0237+0021|2MASS J02372971+0021273|NLTT  8513|PLX  527.01|UBV M  53645|USNO-B1.0 0903-00027406|USNO 217|[GKL99]  71|[RHG95]   470" "" "" "" "02 37 29.714" "+00 21 27.33" "Flare Star" M5V 40.600 0.0000770 15.15999984741211 25.0000 pc ST-L
"PG 0235+064" "" "GJ  3173|2MASS J02383091+0637599|PG 0235+064|SDSS J023830.91+063759.3|WD 0235+064" "" "" "" "02 38 30.920" "+06 37 59.94" "White Dwarf" DA3.5 "" "" 15.09000015258789 52.0000 pc ST-L
"GJ  3174" "" "GJ  3174|G  76-19|LHS  6050|LSPM J0239+0728|LTT 17400|2MASS J02391735+0728169|NLTT  8596|PM J02392+0728|1RXS J023917.4+072813|UCAC4 488-003856|USNO-B1.0 0974-00032688|[GKL99]  73|[RHG95]   474" "" "" "" "02 39 17.35" "+07 28 17.0" "Flare Star" M3.7V 49.300 0.0000050 14.218000411987305 20.0000 pc paral
"HD  16673" "" "HD  16673|BD-10   525|2EUVE J0240-09.4|EUVE J0240-09.4|GC  3216|GCRV  1506|GEN# +1.00016673|GJ  3175|GSC 05285-01109|HIC  12444|HIP  12444|HR   784|IRAS 02377-0940|2MASS J02401242-0927103|PPM 184889|ROT   363|1RXS J024012.4-092657|SAO 130047|SKY#  3984|TD1  1574|TYC 5285-1109-1|UBV    2649|UBV M   9092|uvby98 100016673|WEB  2544|YZ   0  4897|YZ  99   595" "" "" "HD 16673" "02 40 12.4215" "-09 27 10.361" "High proper-motion Star" F8VFe-0.4 45.960 -0.0000080 5.789999961853027 "" "" ""
"LHS  1434" "" "LHS  1434|APMPM J0243-3856|GJ  3176|LEHPM 2716|L  442-72|LP  993-102|LTT  1323|2MASS J02425623-3856121|PM J02429-3856|PM 02409-3909|UCAC4 256-002543|[RHG95]   491|[SII2000]  83" "" "" "" "02 42 56.1975" "-38 56 12.031" "High proper-motion Star" M3 "" "" 13.199999809265137 "" "" ""
"HD  17169" "" "HD  17169|CD-36  1033|CPC 18   872|CPD-36   281|Gaia DR1 5049727087246579072|GC  3307|GEN# +1.00017169|GJ  3177|GSC 07017-00459|HIC  12778|HIP  12778|2MASS J02441297-3618267|PPM 278282|1RXS J024413.4-361827|SAO 193887|SKY#  4110|SRS   4625|TYC 7017-459-1|uvby98 100017169" "" "" "HD 17169" "02 44 12.9829" "-36 18 26.741" Star G2V 12.970 0.0000370 7.119999885559082 "" "" ""
"G  78-4" "" "G  78-4|ASCC  384542|CCDM J02456+4457A|Cl* Melotte   25    EGG      17|Gaia DR1 340780263091643008|GJ  3178|HIC  12886|HIP  12886|IDS 02390+4431 A|LSPM J0245+4456E|LTT 17413|2MASS J02453963+4456557|NLTT  8869|PM J02456+4456|StKM 2-235|TYC 2857-105-1|UCAC2  47020808|UCAC4 675-014724|USNO-B1.0 1349-00057041|WDS J02457+4456A|[RHG95]   496" "" "" "" "02 45 39.6784" "+44 56 55.531" "High proper-motion Star" M0.5Ve 41.810 0.0000930 10.800000190734863 "" "" ""
"LP  197-48" "" "GJ  3179|LP  197-48|LSPM J0245+4457|2MASS J02454119+4457030|NLTT  8870|USNO-B1.0 1349-00057052|WDS J02457+4456B|[GKL99]  76" "" "" "" "02 45 41.19" "+44 57 03.1" "Flare Star" M5.0 "" "" 15.0 "" "" ""
"LP  651-7" "" "LHS    17|GJ  3180|LP  651-7|2MASS J02461477-0459182|NLTT  8932|PLX  563.01|USNO 497|[RHG95]   501" "" "" "" "02 46 14.78" "-04 59 18.2" "High proper-motion Star" M6 61.000 "" 16.219999313354492 "" "" ""
"LP  411-6" "" "LHS  1443|GJ  3181|LP  411-6|LSPM J0246+1625|2MASS J02463486+1625115|NLTT  8943|PLX  562.01|USNO-B1.0 1064-00027918|[RHG95]   502" "" "" "" "02 46 34.861" "+16 25 11.60" "High proper-motion Star" M6.0V 69.200 "" 16.93000030517578 9.0000 pc paral
"EGGR 473" "" "GJ  3182|EGGR 473|G 174-14|LHS  1446|LSPM J0248+5423|2MASS J02483643+5423225|NLTT  8988|PLX  561.01|USNO 585|USNO-B1.0 1443-00089405|uvby98 980174014|WD 0245+541|WD 0245+54" "" "" "" "02 48 36.44" "+54 23 22.5" "White Dwarf" DAZ9 97.000 "" 15.5 10.3500 pc paral
"GJ  3183" "" "GJ  3183|ASCC  655105|LP  298-42|LSPM J0251+2929|2MASS J02514973+2929131|NLTT  9142|PM J02518+2929|UCAC2  42007731|UCAC4 598-007533|USNO-B1.0 1194-00035899|[GKL99]  81|[RHG95]   510" "" "" "" "02 51 49.7148" "+29 29 12.834" "Flare Star" M4V 44.100 -0.0000670 13.98900032043457 16.0000 pc ST-L
"LHS  5061" "" "LHS  5061|GEN# +9.80075044|G  76-34|G  77-1|G  75-44|GJ  3184|LSPM J0251+0613|LTT 17424|2MASS J02515065+0613414|NLTT  9155|PM J02518+0613|UBV M  53647|UCAC4 482-004083|USNO-B1.0 0962-00027996|[R78b] 177|[RHG95]   513" "" "" "" "02 51 50.6556" "+06 13 41.542" "High proper-motion Star" M3 "" "" 13.22700023651123 "" "" ""
"BD+60   585" "" "BD+60   585|AG+60  305|ASCC  112818|GCRV 20328|GEN# +0.06000585|GJ  3185|GSC 04048-01057|HIC  13460|HIP  13460|LSPM J0253+6051|2MASS J02531848+6051120|MCC 405|PLX  581.01|PPM  13932|SAO  12490|TYC 4048-1057-1|UBV    2774|UBV M   4330|USNO-B1.0 1508-00092225|WEB  2688" "" "" "" "02 53 18.5004" "+60 51 11.695" "High proper-motion Star" K3V 27.750 -0.0002280 9.199999809265137 "" "" ""
"G  36-38" "" "G  36-38|AC +26  7021|ASCC  655133|GJ  3186|HIC  13398|HIP  13398|LP  354-423|LSPM J0252+2658|LTT 10935|2MASS J02522502+2658304|MCC 406|NLTT  9167|PM J02524+2658|StKM 2-250|UCAC2  41142053|UCAC4 585-006603|USNO-B1.0 1169-00034712|[RHG95]   515" "" "" "" "02 52 25.0319" "+26 58 29.912" "High proper-motion Star" M2V 36.160 -0.0000400 11.04800033569336 "" "" ""
"HD  17970" "" "LTT  1376|CD-33   992|Ci 20  191|CPC 17  1011|CPD-33   292|Gaia DR1 5052007680521017216|GCRV 53536|GEN# +1.00017970|GJ  3187|HD  17970|HIC  13388|HIP  13388|2MASS J02521965-3327024|NLTT  9205|PLX  600|PLX  600.00|PPM 278450|SAO 193955|TYC 7015-835-1|UBV    2803|uvby98 100017970|WEB  2680" "" "" "HD 17970" "02 52 19.6886" "-33 27 02.290" "High proper-motion Star" K2V 39.410 0.0002190 8.09000015258789 "" "" ""
"HD  17948" "" "HD  17948|AG+61  274|AKARI-IRC-V1 J0255569+613116|BD+60   591|CCDM J02559+6132A|CSI+60   591  1|FK5 2201|GC  3487|GCRV  1619|GEN# +1.00017948|GJ  3188|GSC 04048-01977|HIC  13665|HIP  13665|HR   860|IDS 02480+6107 A|IRAS 02519+6119|2MASS J02555692+6131160|PPM  13962|SAO  12517|SKY#  4402|TD1  1736|TYC 4048-1977-1|UBV M   9206|uvby98 100017948|WDS J02559+6131A|WEB  2711|[AOP94]  4|[HFE83]  183" "" "" "HD 17948" "02 55 56.9211" "+61 31 16.091" "High proper-motion Star" F5V 37.440 0.0000950 5.584000110626221 "" "" ""
"L  802-6" "" "LHS  1481|GJ  3189|L  802-6|LP  711-32|LTT  1415|2MASS J02581021-1253066|NLTT  9474|PLX  619.02|PM J02581-1253|PM 02558-1306|UCAC4 386-003297|[RHG95]   532" "" "" "" "02 58 10.21" "-12 53 06.7" "High proper-motion Star" sdM3.0 95.500 0.0003150 12.668999671936035 "" "" ""
"Ross  331" "" "LHS  1483|Ci 20  197|G  78-10|G  74-52|GJ  3190|LFT  246|LSPM J0259+3636|LTT 10972|2MASS J02591060+3636402|NLTT  9494|PM J02591+3636|Ross  331|UCAC4 634-010323|USNO-B1.0 1266-00045928|[RHG95]   534" "" "" "" "02 59 10.60" "+36 36 40.3" "High proper-motion Star" M3.66 53.000 0.0000320 13.071999549865723 "" "" ""
"LP  298-52" "" "LP  298-52|GJ  3191|LSPM J0259+3146|2MASS J02591670+3146245|NLTT  9505|PM J02592+3146|UCAC4 609-008333|USNO-B1.0 1217-00038737|[RHG95]   535" "" "" "" "02 59 16.70" "+31 46 24.6" "High proper-motion Star" M3.36 "" 0.0000670 13.45300006866455 "" "" ""
"BD-17   588B" "" "LP  771-95|BD-17   588B|GALEX 6380837786000296634|GJ  3192|LTT  1445|2MASS J03015107-1635306|NLTT  9671|WDS J03019-1633B|[RHG95]   538" "" "" "" "03 01 51.077" "-16 35 30.67" "High proper-motion Star" M2.5V "" "" 10.399999618530273 "" "" ""
"BD-17   588A" "" "BD-17   588A|CCDM J03019-1635A|Gaia DR1 5153091831776839040|GJ  3193|LP  771-96|2MASS J03015142-1635356|NLTT  9672|PM J03018-1635|TYC 5865-694-1|UCAC4 368-003329|WDS J03019-1633A|[GKL99]  83|[RHG95]   539" "" "" "" "03 01 51.3860" "-16 35 35.894" "Flare Star" M3.0 148.510 "" 10.529000282287598 9.4200 pc ST-L
"HD  18757" "" "LHS  1492|** KUI   11A|** LDS 9142A|AG+61  288|AGKR  2669|ASCC  113457|BD+61   513|BSD   9-1529|CCDM J03042+6142A|Ci 20  201|CSI+61   513  1|Gaia DR1 466294291405221504|GC  3648|GCRV  1691|GEN# +1.00018757|GJ  3194|HD  18757|HIC  14286|HIP  14286|IDS 02559+6121 A|IRAS 03001+6130|IRCO  3915|LFT  252|LSPM J0304+6142|LTT 10990|2MASS J03040962+6142212|NLTT  9699|PLX  627|PPM  14053|SAO  12587|SKY#  4589|TYC 4048-237-1|UBV    2921|UBV M   9281|USNO-B1.0 1517-00093212|uvby98 100018757|WDS J03042+6142A|WEB  2796" "" "" "HD 18757" "03 04 09.6376" "+61 42 20.989" "High proper-motion Star" G1.5V 42.730 -0.0000080 6.670000076293945 "" "" ""
"GJ  3195" "" "LHS  1494|** LDS 9142C|CCDM J03042+6142C|Ci 20  203|Ci 18  392|CSI+61   513  2|G 246-22|GJ  3195|IDS 02559+6121 C|LFT  253|LSPM J0304+6144|LTT 10995|2MASS J03044335+6144097|NLTT  9726|PM J03047+6144|USNO-B1.0 1517-00093425|vMa 2-4|WDS J03042+6142C|[RHG95]   541" "" "" "" "03 04 43.35" "+61 44 09.7" "High proper-motion Star" M2.5V 36.200 -0.0000030 12.5 "" "" ""
"LP  711-43" "" "LP  711-43|FBS L  9-31|FBS 0301-130A|GJ  3196|2MASS J03034071-1250317|NLTT  9768|PM J03036-1250|RAVE J030340.7-125032|UCAC4 386-003424|WDS J03037-1251B|[RHG95]   545" "" "" "" "03 03 40.71" "-12 50 31.7" "High proper-motion Star" M3 "" 0.0000530 13.532999992370605 6487.3600 kpc ST-L
"LP  711-44" "" "LP  711-44|FBS L  9-32|FBS 0301-130B|GALEX 2922908863435905530|GJ  3197|2MASS J03034782-1251190|NLTT  9774|PM J03037-1251|UCAC4 386-003429|WDS J03037-1251A|[RHG95]   546" "" "" "" "03 03 47.83" "-12 51 19.1" "High proper-motion Star" M3 "" "" 13.380999565124512 "" "" ""
"LP  771-77" "" "LHS  1491|GJ  3198|LEHPM 3030|LP  771-77|2MASS J03040452-2022433|NLTT  9794|PM J03040-2022|PM 03018-2034|UCAC4 349-003180|[RHG95]   547" "" "" "" "03 04 04.524" "-20 22 43.40" "High proper-motion Star" M3.5 "" "" 12.887999534606934 "" "" ""
