MAIN_ID ID_NAME IDS ID_NGC ID_M ID_HD RA DEC OTYPE_V SP_TYPE PLX_VALUE Z_VALUE FLUX_V Distance_distance Distance_unit Distance_method
"LP  294-40" "" "LP  294-40|GALEX 6372393593605194177|GJ  3073|LSPM J0103+3140|2MASS J01031395+3140598|NLTT  3460|PM J01032+3140|UCAC4 609-002972|USNO-B1.0 1216-00014680|[RHG95]   205" "" "" "" "01 03 13.95" "+31 40 59.9" "High proper-motion Star" M3.5 24.900 0.1159250 13.638999938964844 "" "" ""
"CD-33   408" "" "G 269-104|BPM 46937|CD-33   408|EGM 616|Gaia DR1 5027726752928035072|GEN# -0.03300408|GJ  3074|GSC 06999-01287|HIC   5260|HIP   5260|L  509-35|2MASS J01071358-3225466|NLTT  3715|PM J01072-3225|PPM 737652|TYC 6999-1287-1|UCAC4 288-001153|[RHG95]   216" "" "" "" "01 07 13.5884" "-32 25 46.884" "High proper-motion Star" K7Vk: 36.690 -0.0000370 10.652999877929688 "" "" ""
"* eta Cet" "" "* eta Cet|*  31 Cet|** BUP   16A|BD-10   240|CCDM J01085-1010A|CSI-10   240  1|FK5   40|GC  1384|GCRV   660|GEN# +1.00006805|GJ  3075|HD   6805|HIC   5364|HIP   5364|HR   334|IDS 01035-1042 A|IRAS 01060-1026|IRC -10018|JP11   465|LTT   645|2MASS J01083539-1010560|N30  229|NLTT  3797|PLX  233|PLX  233.00|PPM 209790|RAFGL  161|ROT   173|SACS  19|SAO 147632|SKY#  1754|TD1   652|TYC 5273-2657-1|UBV    1165|UBV M   7970|WDS J01086-1011A|WEB  1165|YZC 11   229" "" "" "HD 6805" "01 08 35.3914" "-10 10 56.157" "Horizontal Branch Star" K2-IIIb 26.320 0.0000390 3.450000047683716 "" "" ""
"GJ  3076" "" "GJ  3076|LP  467-16|LSPM J0111+1526|2MASS J01112542+1526214|NLTT  3955|PM J01114+1526|RX J0111.4+1526|1RXS J011125.4+152625|UCAC4 528-002136|USNO-B1.0 1054-00012180|[GKL99]  37|[RHG95]   230|[ZEH2003] RX J0111.4+1526  2" "" "" "" "01 11 25.424" "+15 26 21.50" "Flare Star" M5.93 58.000 0.0000130 14.460000038146973 8.0000 pc ST-L
"G  70-43" "" "LHS  1212|** GIC   20A|CCDM J01119+0455A|CMC14 J011155.6+045504|G  70-43|G   2-27|GJ  3077|GSC2.3 NBRC000019|GSC 00023-00452|LSPM J0111+0455|2MASS J01115562+0455048|NLTT  3980|PM J01119+0455|PM 01093+0440|UCAC3 190-3620|UCAC4 475-001715|USNO-B1.0 0949-00011316|WDS J01119+0455A|[RHG95]   231" "" "" "" "01 11 55.63" "+04 55 04.9" "High proper-motion Star" M3.5Ve 64.600 0.0000720 12.916999816894531 "" "" ""
"G  70-44" "" "LHS  1213|** GIC   20B|ASCC 1095471|CCDM J01119+0455B|G  70-44|GJ  3078|GSC 00230-01162|LSPM J0111+0454|2MASS J01115799+0454120|NLTT  3983|PM J01119+0454|PM 01094+0439|UCAC3 190-3625|UCAC4 475-001717|USNO-B1.0 0949-00011332|WDS J01119+0455B|[RHG95]   232" "" "" "" "01 11 57.99" "+04 54 12.0" "High proper-motion Star" M4V 64.600 0.0000270 13.890000343322754 19.0000 pc ST-L
"GD 806" "" "GJ  3079|EPIC 220151091|GD 806|2MASS J01122741-0151226|UCAC4 441-001534" "" "" "" "01 12 27.410" "-01 51 22.77" "High proper-motion Star" "" "" "" 14.109999656677246 "" "" ""
"V* QU And" "" "V* QU And|** YR   20|AG+41  122|AGKR  1029|ASCC  377321|BD+40   248|Gaia DR1 372811716867974272|GC  1461|GEN# +1.00007205|G 172-43|G 132-62|GJ  3080|GSC 02808-00447|HD   7205|HIC   5684|HIP   5684|IRAS 01102+4123|LSPM J0113+4139|LTT 10444|2MASS J01130603+4139152|NLTT  4029|PPM  43753|1RXS J011305.8+413918|SAO  37026|SBC9 1921|SKY#  1849|TYC 2808-447-1|UBV M   8021|USNO-B1.0 1316-00023773|uvby98 100007205|WDS J01131+4139AB" "" "" "HD 7205" "01 13 06.0690" "+41 39 15.492" "Variable of RS CVn type" G5 21.940 0.0002350 7.289999961853027 "" "" ""
"LHS  1217" "" "LHS  1217|G 269-125|GJ  3081|LEHPM 1358|2MASS J01140858-3656432|PM J01141-3656|PM 01118-3713|UCAC4 266-001343|[RHG95]   237" "" "" "" "01 14 08.5324" "-36 56 43.737" "High proper-motion Star" M3.5 "" "" 13.800000190734863 "" "" ""
"L  221-60" "" "L  221-60|Gaia DR1 4915139579743028352|GALEX 6384708063706745550|GEN# +6.20145184|GJ  3082|HIC   5812|HIP   5812|LEHPM 1368|LTT   692|2MASS J01143421-5356316|NLTT  4163|PM J01145-5356|Smethells 184|TYC 8474-453-1|UCAC3 73-2503|UCAC4 181-001150|USNO-B1.0 0360-00008523|[RHG95]   241" "" "" "" "01 14 34.1968" "-53 56 31.612" "High proper-motion Star" M0.0 60.200 -0.0000250 11.07699966430664 16.5600 pc ST-L
"Ross  324" "" "LHS  6027|GALEX 6387980215679715952|G  72-1|G  69-63|GJ  3083|LSPM J0117+2840|LTT 10468|2MASS J01175067+2840143|NLTT  4306|PLX  264.01|PM J01178+2840|Ross  324|StKM 2-110|UCAC4 594-003287|USNO-B1.0 1186-00016067|[RHG95]   253" "" "" "" "01 17 50.67" "+28 40 14.3" "High proper-motion Star" M0V 37.400 -0.0002360 11.491000175476074 "" "" ""
"G   2-33" "" "LHS  1226|ASCC 1002736|Gaia DR1 2564324345929277184|G  33-47|G  70-49|G   2-33|GJ  3084|HIC   6069|HIP   6069|LFT 1850|LSPM J0117+0528|LTT 10470|2MASS J01175325+0528256|NLTT  4318|PM J01178+0528|PM 01153+0513|StKM 2-112|Tou  198|TYC   26-880-1|UCAC4 478-001960|USNO-B1.0 0954-00012783|[R78b]  39|[RHG95]   254" "" "" "" "01 17 53.2508" "+05 28 26.150" "High proper-motion Star" M1V 55.120 -0.0001600 10.791000366210938 20.4800 pc ST-L
"GJ  3085" "" "GJ  3085|BPS CS 29514-0036|DENIS J011927.3-262154|GALEX 6380626740971048443|GSC 06427-02284|2MASS J01192734-2621549|PPMX J011927.3-262154|RAVE J011927.4-262155|UCAC3 128-2990|UCAC4 319-001383|[GKL99]  41|[PS78] 176|[RHG95]   261" "" "" "" "01 19 27.357" "-26 21 54.89" "Flare Star" M3 "" 0.0000210 13.449999809265137 "" "" ""
"MCC 370" "" "G 132-71|** GIC   22A|ASCC  458364|CCDM J01201+3859A|Gaia DR1 323519442369109376|GJ  3086|HIC   6239|HIP   6239|IDS 01144+3828 A|LSPM J0120+3859W|2MASS J01200352+3859255|MCC 370|NLTT  4410|PM J01200+3859W|TYC 2813-62-1|UCAC2  45281241|UCAC4 645-004983|USNO-B1.0 1289-00021271|WDS J01201+3900A|[RHG95]   262" "" "" "" "01 20 03.5668" "+38 59 25.613" "High proper-motion Star" G/K 22.420 -0.0000320 11.295000076293945 "" "" ""
"G 132-72" "" "G 132-72|** GIC   22B|CCDM J01201+3859B|GJ  3087|IDS 01144+3828 B|LSPM J0120+3859E|2MASS J01200427+3859333|NLTT  4412|WDS J01201+3900B|[RHG95]   263" "" "" "" "01 20 04.27" "+38 59 33.3" "High proper-motion Star" M3.5 "" "" 14.350000381469727 "" "" ""
"G 269-139" "" "G 269-139|BPM 47076|EGM 742|GALEX 6385235801370790824|G 274-7|GJ  3088|LEHPM 1436|LP  883-185|LTT   734|2MASS J01195110-2726389|NLTT  4427|PM J01198-2726|UCAC4 313-001373|[PS78] 179|[RHG95]   264|[TS74] 389" "" "" "" "01 19 51.1315" "-27 26 38.926" "High proper-motion Star" M3 "" "" 14.180000305175781 "" "" ""
"GJ  3089" "" "GJ  3089|AC +37  3862|Gaia DR1 323438422101089664|GSC 02813-01431|HIC   6278|HIP   6278|2MASS J01203296+3819590|MCC 372|PLX  277.02|StKM 2-116|TYC 2813-1431-1|UCAC4 642-004774" "" "" "" "01 20 32.9543" "+38 19 58.917" "High proper-motion Star" K5V 21.650 "" 10.539999961853027 "" "" ""
"CD-47   399" "" "BPM 30654|CD-47   399|CF   383|Gaia DR1 4933912194598735616|GALEX 6384567294008233463|GJ  3090|HIC   6365|HIP   6365|2MASS J01214538-4642518|PM J01217-4642|Smethells 186|TYC 8033-1197-1|UCAC4 217-001312|[RHG95]   268" "" "" "" "01 21 45.3902" "-46 42 51.765" "High proper-motion Star" M1.0 43.620 -0.0000310 11.402999877929688 22.3700 pc ST-L
"HD   8326" "" "G 274-14|CCDM J01221-2654A|CD-27   457|CPD-27   122|Gaia DR1 5036553804074451584|GEN# +1.00008326|G 269-146|GJ  3091|HD   8326|HIC   6390|HIP   6390|IDS 01175-2726 A|LTT   751|2MASS J01220762-2653348|NLTT  4564|PPM 243883|SAO 166994|TYC 6427-2441-1|uvby98 100008326|WDS J01221-2654A|YZC 13   481|YZ 117   481" "" "" "HD 8326" "01 22 07.6135" "-26 53 35.158" "High proper-motion Star" K2V 32.690 0.0000700 8.760000228881836 "" "" ""
"G 274-15" "" "G 274-15|** LDS 2189B|CCDM J01221-2654B|GJ  3092|IDS 01175-2726 B|LP  883-221|2MASS J01220992-2654226|NLTT  4566|UCAC4 316-001405|WDS J01221-2654B|[PS78] 187|[RHG95]   270" "" "" "" "01 22 09.927" "-26 54 22.69" "High proper-motion Star" M3 "" "" 15.5 "" "" ""
"G  71-2" "" "LHS  1240|** LDS 3270A|G  71-2|G  70-55A|GJ  3093|LSPM J0122+0032S|NLTT  4582|PM J01227+0032W|PM 01202+0017|UCAC4 453-001805|USNO-B1.0 0905-00014541|WDS J01227+0032A|[RHG95]   271" "" "" "" "01 22 45.01" "+00 32 04.2" "High proper-motion Star" M5V 78.100 -0.0000130 13.670000076293945 17.0000 pc ST-L
"LP  587-50" "" "LHS  1241|** LDS 3270B|G  70-55B|GJ  3094|LP  587-50|LSPM J0122+0032N|NLTT  4583|WDS J01227+0032B|[RHG95]   272" "" "" "" "01 22 45.215" "+00 32 05.08" "High proper-motion Star" M5V 69.200 -0.0000170 "" 21.0000 pc ST-L
"HD   8357" "" "1H 0123+075|AG+07  152|AGKR  1181|ASCC 1002904|BD+06   211|CABS  14|CCABS  15|2E   368|2E 0120.3+0709|2EUVE J0122+07.4|EUVE J0122+07.4|FK5 4126|Gaia DR1 2566277181659646208|GC  1669|GEN# +1.00008357|GJ  3095|HD   8357|HIC   6454|HIP   6454|IRAS 01203+0709|LSPM J0122+0725|LTT 10501|2MASS J01225675+0725095|NLTT  4589|PPM 144532|RBS   190|2RE J012255+072530|2RE J0122+072|RE J0122+072|RE J012255+072531|RX J0122.9+0725|1RXS J012256.6+072505|SAO 109841|SBC9 1971|SKY#  2084|TYC   27-157-1|USNO-B1.0 0974-00017058|uvby98 100008357|V* AR Psc|YZ   7   493|[BM83] X0120+071|[ZEH2003] RX J0122.9+0725  2" "" "" "HD 8357" "01 22 56.7570" "+07 25 09.336" "X-ray Binary" G5 22.550 0.0000610 7.309999942779541 "" "" ""
"GJ  3096" "" "GJ  3096|DENIS J012244.0-254707|GALEX 6380626731305271737|2MASS J01224403-2547078|RAVE J012244.0-254708|1RXS J012243.9-254709|UCAC3 129-3235|UCAC4 322-001423|[PS78] 190|[RHG95]   274" "" "" "" "01 22 44.035" "-25 47 07.75" "High proper-motion Star" M3 "" 0.0000350 13.039999961853027 6143.3500 kpc ST-L
"Wolf   66" "" "LHS  6028|BPM 84926|Ci 20  103|CSI+09-01230|GALEX 3070577673090636655|G  33-59|G  71-6|G   2-37|GJ  3097|LSPM J0125+0945|LTT 10514|2MASS J01253666+0945244|NLTT  4747|PLX  292.1|PLX  292.10|PM J01256+0945|UCAC4 499-002023|USNO-B1.0 0997-00019511|Wolf   66|[R78b]  49|[RHG95]   280" "" "" "" "01 25 36.66" "+09 45 24.4" "High proper-motion Star" M3.5Ve 65.000 0.0000330 13.119999885559082 "" "" ""
"CD-22   526" "" "LHS   142|CD-22   526|Gaia DR1 5042734468172061440|GALEX 6380661877022659101|GEN# -2.02200526|G 274-57|G 272-36|GJ  3098|HIC   7170|HIP   7170|LFT  138|L  654-28|LPM  73|LTT   838|2MASS J01322625-2154172|NLTT  5121|PLX  319.1|PLX  319.10|PM J01324-2154|PM 01302-2208|StKM 2-137|TYC 5854-2050-1|UCAC4 341-001752|[RHG95]   283" "" "" "" "01 32 26.2026" "-21 54 18.447" "High proper-motion Star" M1.5Vk: 52.890 -0.0000950 11.154999732971191 17.8600 pc ST-L
"HD   9619" "" "CCDM J01334-4354AB|** HDS  205|CD-44   434|CPC  0   726|CPD-44   187|Gaia DR1 4934747995234253568|GEN# +1.00009619|GJ  3099|HD   9619|HIC   7254|HIP   7254|LTT   851|2MASS J01332669-4354047|NLTT  5201|PPM 305990|SAO 215556|SKY#  2345|TYC 7548-451-1|UBV    1634|UBV M   8273|uvby98 100009619|WDS J01334-4354AB|[CS62] E1  26" "" "" "HD 9619" "01 33 26.7029" "-43 54 04.603" "Double or multiple star" K0.5V+ 26.260 0.0000470 7.829999923706055 "" "" ""
"G 133-20" "" "G 133-20|AC +42    65-198|ASCC  378930|Gaia DR1 348329166329896192|GEN# +6.20030378|GEN# +6.10212241|GJ  3100|HIC   7420|HIP   7420|LSPM J0135+4202|2MASS J01353764+4202198|MCC 378|NLTT  5294|PLX  326.01|TYC 2822-1622-1|UBV M  43752|UCAC2  46362634|USNO-B1.0 1320-00029615|[RHG95]   289" "" "" "" "01 35 37.6576" "+42 02 19.911" "High proper-motion Star" K5 22.810 -0.0001570 10.970000267028809 "" "" ""
"GJ  3101" "" "GJ  3101|GALEX 6385235797077919122|G 274-72|LEHPM 1706|LTT   875|2MASS J01360872-2652161|PM J01361-2652|RAVE J013608.7-265216|1RXS J013609.8-265205|UCAC4 316-001612|[GKL99]  43|[PS78] 244|[RHG95]   293" "" "" "" "01 36 08.73" "-26 52 16.2" "Flare Star" M3 "" 0.0000640 13.239999771118164 6094.3200 kpc ST-L
"CD-49   451" "" "LHS  1268|CD-49   451|CF   445|Cl* Melotte   25    EGG       7|CPD-49   211|Gaia DR1 4917782736976536064|GJ  3102|HIC   7554|HIP   7554|LFT  141|L  294-102|LPM  77|LTT   886|2MASS J01372081-4911443|NLTT  5446|PLX  340|PLX  340.00|PM J01373-4911|PM 01352-4927|1RXS J013721.1-491144|TYC 8043-814-1|UCAC4 205-001600|[RHG95]   297|[TDQ2000] ERX 11" "" "" "" "01 37 20.8200" "-49 11 44.373" "High proper-motion Star" M0V 44.910 -0.0000370 10.390999794006348 22.4900 pc ST-L
"LHS  1272" "" "LHS  1272|ASCC 1096346|GALEX 3784503767346457658|G  71-24|GJ  3103|HIC   7646|HIP   7646|LSPM J0138+0039|2MASS J01382998+0039059|NLTT  5485|PM 01359+0024|PM J01384+0039|TYC   28-840-1|UCAC4 454-001992|USNO-B1.0 0906-00017257|[RHG95]   300" "" "" "" "01 38 29.9382" "+00 39 05.678" "High proper-motion Star" M2.5V 49.440 -0.0000110 11.562000274658203 20.2300 pc ST-L
"GJ  3104" "" "GJ  3104|LSPM J0139+0503|2MASS J01393118+0503180|PM J01395+0503|UCAC4 476-002515|USNO-B1.0 0950-00017351|[R78b]  72|[RHG95]   303" "" "" "" "01 39 31.189" "+05 03 18.09" "High proper-motion Star" M3.0V "" "" 12.868000030517578 "" "" ""
"G  72-23" "" "LHS  5037a|Cl* Melotte   25    EGG       9|G  72-23|GJ  3105|LSPM J0140+3147|LTT 17245|2MASS J01401649+3147306|NLTT  5566|PM J01402+3147|UCAC4 609-004635|USNO-B1.0 1217-00022498|[RHG95]   304" "" "" "" "01 40 16.49" "+31 47 30.7" "High proper-motion Star" M4 53.400 0.0249520 14.0 "" "" ""
"BD+63   219" "" "BD+63   219|AG+63  151|Gaia DR1 512859055518317184|GCRV 51869|GJ  3106|GSC 04039-00918|2MASS J01411002+6348432|PLX  345.01|PPM  13166|SAO  11907|TYC 4039-918-1" "" "" "" "01 41 10.0293" "+63 48 43.229" Star B5 0.820 -0.0000230 10.140000343322754 "" "" ""
"GJ  3107" "" "GJ  3107|HIC   7993|HIP   7993|2MASS J01423912-2437397|TYC 6429-1425-1|UCAC4 327-001688|[PS78] 274" "" "" "" "01 42 39.1251" "-24 37 39.705" Star M3 2.190 "" 14.0 "" "" ""
"BD+27   273" "" "LHS  1289|AG+27  182|ASCC  651972|BD+27   273|Gaia DR1 301785533456950144|GALEX 6373132410658229770|GEN# +0.02700273|G  72-27|G  35-8|G  94-3|GJ  3108|HIC   8043|HIP   8043|LSPM J0143+2750|LTT 10602|2MASS J01431592+2750315|NLTT  5709|PLX  360.01|PM J01432+2750|PM 01404+2735|PPM  91023|StKM 2-151|TYC 1762-399-1|UBV M   1573|UCAC2  41482223|UCAC4 590-004224|USNO-B1.0 1178-00037941|[RHG95]   316" "" "" "" "01 43 15.9731" "+27 50 31.585" "High proper-motion Star" M1V 45.710 -0.0000130 10.368000030517578 "" "" ""
"* q01 Eri" "" "HD  10647|* q01 Eri|CPC 19   552|CPD-54   365|Gaia DR1 4912580638228584832|GC  2104|GCRV   971|GEN# +1.00010647|GJ  3109|HIC   7978|HIP   7978|HR   506|IRAS 01405-5359|2MASS J01422932-5344271|PPM 331261|PSCz P01405-5359|SAO 232501|SKY#  2562|SPOCS   94|TD1   992|TYC 8475-527-1|UBV M   8391|uvby98 100010647|WEB  1711|WISE J014229.49-534428.1|[DML87]  32" "" "" "HD 10647" "01 42 29.3147" "-53 44 26.992" "High proper-motion Star" F9V 57.360 0.0000950 5.519999980926514 "" "" ""
"CD-42   594" "" "LHS  1288|CD-42   594|CF   477|Gaia DR1 4959328917704860416|GALEX 6384461759143478714|GJ  3110|HIC   8014|HIP   8014|LFT  157|L  367-52|LPM  83|LTT   927|2MASS J01425576-4212124|NLTT  5734|PLX  363.3|PLX  363.30|PM J01429-4212|PM 01407-4227|TYC 7545-1286-1|UCAC4 239-001601|[RHG95]   318" "" "" "" "01 42 55.7829" "-42 12 12.411" "High proper-motion Star" M0 37.980 0.0000620 11.147000312805176 "" "" ""
"GJ  3111" "" "GJ  3111|GR* 316|2MASS J01434984-2351152|RAVE J014349.9-235115|UCAC4 331-001904|[PS78] 279|[RHG95]   320" "" "" "" "01 43 49.85" "-23 51 15.2" Star M3 "" -0.0000250 13.289999961853027 6854.9100 kpc ST-L
"L   88-59" "" "GJ  3112|GCRV 26186|GEN# +9.86088059|LFT  158|LHS   145|L   88-59|LTT   934|2MASS J01430103-6718293|NLTT  5777|PM 01416-6732|WD 0141-675" "" "" "" "01 43 01.036" "-67 18 29.37" "White Dwarf" DA8.1 102.800 0.0001700 13.899999618530273 10.0000 pc ST-L
"L  870-44" "" "LHS  6033|GALEX 2436203444530319171|G 271-149|GJ  3113|LFT  163|L  870-44|LP  708-416|LTT   952|2MASS J01463681-0838578|NLTT  5923|PLX  372.03|RAVE J014636.8-083858|[RHG95]   326" "" "" "" "01 46 36.81" "-08 38 57.9" "High proper-motion Star" M3 70.100 -0.0022780 12.989999771118164 "" "" ""
"Wolf   87" "" "G  34-51|ASCC  743897|Ci 20  128|G  94-13|G  35-14|GJ  3114|HIC   8382|HIP   8382|L 1303-13|LSPM J0148+2112|LTT 10622|2MASS J01480397+2112243|NLTT  5992|PM J01480+2112|TYC 1212-1910-1|UCAC4 557-003543|USNO-B1.0 1112-00021512|Wolf   87|[RHG95]   327" "" "" "" "01 48 03.9708" "+21 12 24.299" "High proper-motion Star" M2.5Ve 49.060 -0.0000640 12.156000137329102 20.3800 pc ST-L
"HD  11007" "" "LTT 10624|AG+32  162|AKARI-IRC-V1 J0148414+324126|ASCC  554040|BD+31   316|FK5 2120|Gaia DR1 305334275954291200|GC  2195|GCRV  1011|GEN# +1.00011007|GJ  3115|GSC 02311-02233|HD  11007|HIC   8433|HIP   8433|HR   523|IRAS 01458+3226|LSPM J0148+3241|2MASS J01484160+3241239|NLTT  6036|PLX  375|PLX  375.00|PPM  66632|ROT   255|SAO  54994|SKY#  2682|TD1  1024|TYC 2311-2233-1|UBV M   8430|USNO-B1.0 1226-00030005|uvby98 100011007|WEB  1797" "" "" "HD 11007" "01 48 41.5626" "+32 41 24.752" "High proper-motion Star" F8V 35.900 -0.0000810 5.789999961853027 "" "" ""
"Wolf   89" "" "G  94-17|ASCC  833030|Gaia DR1 92102618725254912|GEN# +9.80094017|GJ  3116|LSPM J0150+1817|LTT 10634|LTT 10635|2MASS J01502803+1817466|NLTT  6147|PM J01504+1817S|StKM 2-159|TYC 1209-697-1|UBV M  42441|UCAC2  38192876|UCAC4 542-003233|USNO-B1.0 1082-00028811|Wolf   89|[RHG95]   333" "" "" "" "01 50 28.0564" "+18 17 46.514" "High proper-motion Star" K7.5Ve 33.100 "" 10.755999565124512 "" "" ""
"G 244-37" "" "G 244-37|** GIC   27A|ASCC  109077|CCDM J01518+6426A|Gaia DR1 518201788681835264|GJ  3117|IDS 01446+6356 A|LSPM J0151+6426|2MASS J01515108+6426060|NLTT  6164|PM J01518+6426|TYC 4040-1662-1|UCAC4 773-012709|USNO-B1.0 1544-00054674|WDS J01519+6426A|[RHG95]   334" "" "" "" "01 51 51.1313" "+64 26 05.944" "High proper-motion Star" M2.5Ve 57.630 "" 11.378999710083008 "" "" ""
"EGGR 268" "" "GJ  3118|** GIC   27B|CCDM J01518+6426B|EGGR 268|G 244-36|IDS 01446+6356 B|LSPM J0151+6425|NLTT  6165|USNO-B1.0 1544-00054671|WDS J01519+6426B|WD 0148+641|WD 0148+64" "" "" "" "01 51 51.052" "+64 25 53.88" "White Dwarf" DA5.6 "" 0.0000480 14.0 14.0000 pc ST-L
"GJ  3119" "" "GJ  3119|GALEX 6380380408488397539|G 159-3|G 271-166|LHS  1302|2MASS J01510405-0607047|NLTT  6192|PM J01510-0607|PM 01485-0622|UCAC4 420-002205|[GKL99]  47|[RHG95]   336" "" "" "" "01 51 04.05" "-06 07 04.8" "Flare Star" M4.5Ve 100.780 0.0734100 14.489999771118164 11.0400 pc ST-L
"Wolf   90" "" "G  35-15|G  94-19|G  34-55|GJ  3120|LSPM J0151+2123|LTT 10640|2MASS J01512417+2123399|NLTT  6198|PM J01514+2123|UCAC4 557-003639|USNO-B1.0 1113-00021484|Wolf   90|[RHG95]   337" "" "" "" "01 51 24.1717" "+21 23 39.474" "High proper-motion Star" M4 56.300 -0.0072890 13.9350004196167 "" "" ""
"GD 279" "" "GJ  3121|EGGR 269|GCRV 21709|GD 279|GEN# +6.10060279|HIC   8709|HIP   8709|2MASS J01520295+4700066|1SWASP J015202.95+470005.5|TYC 3283-1502-1|UBV M  43057|UCAC4 686-010987|uvby98 610060279|WD 0148+467|WD 0148+46" "" "" "" "01 52 02.9592" "+47 00 06.648" "White Dwarf" DA3.6 64.530 0.0002140 12.456999778747559 16.0000 pc ST-L
"HD  11373" "" "LTT 10648|AG+65  132|AGKR  1644|BD+65   210|FK5 4172|Gaia DR1 518458593374872192|GC  2278|GEN# +1.00011373|GJ  3122|GSC 04044-00014|HD  11373|HIC   8867|HIP   8867|2MASS J01540610+6610343|PPM  13319|SAO  12027|TYC 4044-14-1|uvby98 100011373" "" "" "HD 11373" "01 54 06.1182" "+66 10 34.292" "High proper-motion Star" K3Vk 44.050 -0.0000910 8.479999542236328 "" "" ""
"G 133-60" "" "G 133-60|GJ  3123|LSPM J0200+4345|2MASS J02000280+4345286|NLTT  6655|PM J02000+4345|UCAC2  46765401|UCAC4 669-009098|USNO-B1.0 1337-00037459|[RHG95]   354" "" "" "" "02 00 02.8219" "+43 45 28.267" "High proper-motion Star" M2.5 "" 0.1017080 12.982000350952148 "" "" ""
"G 133-61" "" "G 133-61|GJ  3124|LSPM J0200+3639|2MASS J02000741+3639481|NLTT  6667|PM J02001+3639|UCAC4 634-006376|USNO-B1.0 1266-00030050|[RHG95]   355" "" "" "" "02 00 07.42" "+36 39 48.1" "High proper-motion Star" M3.5 45.300 0.0230790 13.958999633789062 "" "" ""
"LP   30-55" "" "GJ  3125|ASCC    7011|GAT 1369|GEN# +9.80245040|G 245-40|LP   30-55|LSPM J0201+7332|2MASS J02015400+7332320|NLTT  6687|PM J02019+7332|UCAC4 818-005841|USNO-B1.0 1635-00025511|[GKL99]  51|[RHG95]   357" "" "" "" "02 01 54.0702" "+73 32 32.050" "Flare Star" M4.5Ve "" "" 14.064000129699707 "" "" ""
"G 244-47" "" "G 244-47|Gaia DR1 514923079364105728|GALEX 6372639878841109558|GJ  3126|LSPM J0201+6346|2MASS J02013533+6346118|NLTT  6724|PLX  412.01|PM J02015+6346|TYC 4041-1365-1|UCAC4 769-016288|USNO-B1.0 1537-00070900|[RHG95]   359" "" "" "" "02 01 35.3404" "+63 46 12.022" "High proper-motion Star" M2.5Ve 84.540 "" 10.949999809265137 "" "" ""
"GJ  3127" "" "GJ  3127|G 172-137|G 272-137|LHS  1325|LP  709-16|2MASS J02004725-1021209|NLTT  6740|PM 01584-1036|PM J02007-1021|UCAC4 399-002225|[GKL99]  53|[RHG95]   360" "" "" "" "02 00 47.260" "-10 21 20.98" "Flare Star" M3.5 "" "" 14.11299991607666 "" "" ""
"LP  469-67" "" "LHS  1326|GJ  3128|LP  469-67|LSPM J0202+1020|2MASS J02021620+1020136|NLTT  6802|PLX  420.01|PM J02022+1020|UCAC4 502-002930|USNO-B1.0 1003-00018076|USNO 693|WISEP J020215.77+102011.1|[RHG95]   363" "" "" "" "02 02 16.209" "+10 20 13.69" "High proper-motion Star" M5.5V 112.000 0.0000570 15.609999656677246 10.0000 pc ST-L
"GJ  3129" "" "GJ  3129|BPM 85072|GALEX 3791505457190802867|G   3-35|G  73-21|L 1159-15|LP  469-73|LSPM J0202+1334|LTT 10691|2MASS J02024428+1334335|NLTT  6827|PM J02027+1334|RX J0202.7+1334|1RXS J020243.7+133438|UCAC4 518-003484|USNO-B1.0 1035-00021351|[GKL99]  54|[R78b] 100|[RHG95]   364|[ZEH2003] RX J0202.7+1334  1" "" "" "" "02 02 44.28" "+13 34 33.6" "Flare Star" M5V 41.400 -0.0000430 14.277000427246094 20.7000 pc ST-L
"V* XX Tri" "" "V* XX Tri|AG+35  189|BD+34   363|CABS  16|CCABS  17|Gaia DR1 329324417081409664|GEN# +1.00012545|GJ  3130|GSC 02316-00179|HD  12545|HIC   9630|HIP   9630|IRAS 02007+3520|2MASS J02034713+3535286|PPM  66921|1RXS J020346.9+353527|SAO  55233|SBC9 2459|SKY#  3032|TYC 2316-179-1|uvby98 100012545|AAVSO 0157+35" "" "" "HD 12545" "02 03 47.1142" "+35 35 28.667" "Variable of RS CVn type" K0III 5.340 -0.0000880 8.420000076293945 "" "" ""
"BD-21   368" "" "LHS  6041|BD-21   368|Gaia DR1 5136466597489151360|G 274-140|G 272-145|GJ  3131|LEHPM 2135|LFT  174|L  655-17|LTT  1081|2MASS J02032076-2113427|NLTT  6872|PLX  425.01|PM J02033-2113|StKM 2-181|TYC 5858-1349-1|UCAC4 344-002181|[RHG95]   366" "" "" "" "02 03 20.7420" "-21 13 43.332" "High proper-motion Star" M2:V 46.630 "" 11.177000045776367 "" "" ""
"G 159-34" "" "LHS  1332|G 159-34|GJ  3132|2MASS J02042754-0152560|NLTT  6927|PM J02044-0152|PM 02020-0207|UCAC4 441-002642|[RHG95]   369" "" "" "" "02 04 27.55" "-01 52 56.1" "High proper-motion Star" M4.48 "" -0.0001280 13.79699993133545 "" "" ""
